Keyword,Service Url,Reviewer Name,Country,Review Rating,Review Description
webscrapping,/ak_sapovadiya/do-web-scraping-for-any-websites?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=3&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,asjailou1,United States,5,AMAZING WORK. In the beginning they said it was not possible to get data from a site. but then to my surprise they never gave up and found a way to get the data I needed. GREAT JOB AND THANK YOU!
webscrapping,/ak_sapovadiya/do-web-scraping-for-any-websites?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=3&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,achester,United States,5,Provided a landing page and a single example for what data we needed from the landing page. The results were delivered cleanly and quickly with no issues.
webscrapping,/ak_sapovadiya/do-web-scraping-for-any-websites?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=3&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,yanaatkinson,United Kingdom,5,"One of the best sellers on Fiverr: efficient, understands the task very quickly and in general a pleasure to work with"
webscrapping,/ak_sapovadiya/do-web-scraping-for-any-websites?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=3&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,wanberge3,United States,5,"Highly skilled, and great with communication. Provided what I needed faster than what was expected and hit the mark every time!"
webscrapping,/zeeshantaj/do-web-scraping-data-extraction-for-any-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=4&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,icnd1234,United States,5,"Took a few extra days to get the project completely dialed in, but ultimately the product I needed was delivered.  I have already purchase two more gigs!"
webscrapping,/zeeshantaj/do-web-scraping-data-extraction-for-any-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=4&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,rebekahhanks,United States,5,"Great experience!  Great communication, made sure he understood the project, and checked with me during the process to ensure the work was what I wanted"
webscrapping,/zeeshantaj/do-web-scraping-data-extraction-for-any-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=4&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,vishaadyogi,United Kingdom,5,Could not have asked for more and will definitely use again and recommed to friends and colleagues - good job!
webscrapping,/zeeshantaj/do-web-scraping-data-extraction-for-any-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=4&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,stephencopley,United States,5,I asked for a little and he gave me that plus a extras!  He is a great freelancer.  Will hire again.
webscrapping,/zeeshantaj/do-web-scraping-data-extraction-for-any-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=4&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8,mihirb1,United States,5,Zeeshantaj did an excellent job. he delivered exactly what he said he was going to. I would certainly use him again and recommend him to others.
webscrapping,/deepanshu30/do-targeted-b2b-lead-generation-website-scraping-web-data-scraper-email-list?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=5&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,kylehaddock93,United States,4.7,"I had asked for a fairly targeted audience for emails, but I got a number of things, that I had asked not to get.  However, this does seem to be in the minority and I know the seller won't know everything about my market here, so I won't make a deal out of it.  I do approve of the gig, I just think we got a few things mixed up in our communication."
webscrapping,/deepanshu30/do-targeted-b2b-lead-generation-website-scraping-web-data-scraper-email-list?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=5&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,wally370,Australia,5,Deepanshu has been finding product images and descriptions for our products. He works quickly and accurately. Definitely is worth hiring.
webscrapping,/deepanshu30/do-targeted-b2b-lead-generation-website-scraping-web-data-scraper-email-list?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=5&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,kmotaung,South Africa,5,"Great work, we will go through the information provided and see if it's of any benefit to our organisation. 

However, so far so good.

Excellent service and delivered on time."
webscrapping,/deepanshu30/do-targeted-b2b-lead-generation-website-scraping-web-data-scraper-email-list?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=5&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,wally370,Australia,5,"Excellent work. Only a few very minor issues. Most of them were not your fault.

See my feedback here: https://www.loom.com/share/0e49988a11424b9e9535ca0462cfa09b"
webscrapping,/deepanshu30/do-targeted-b2b-lead-generation-website-scraping-web-data-scraper-email-list?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=5&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,britishbeeuk1,United Kingdom,5,"Not sure what I was expecting but I received more than expected, good list of email addresses and contacts, perfect!"
webscrapping,/ultra_scrape/do-web-scraping-data-mining-any-website-in-just-few-hours?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=6&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,thesentinel1,Australia,5,"Although we had a few misscommunication errors due to fiverrs messaging, I cannot fault Ultra scrape, hes unbelivable and has exceeded my expectations. I am extremly happy with the work he has provided and would love to work with him again. Hes a good guy and exceeded my expectations by 200%. I couldnt give him a higher rating as there isnt one! truely excellent service that I'd love to use again depending on his thoughts. Its no wonder hes fiverrs top rated seller for data scrapping. 100 stars!!"
webscrapping,/ultra_scrape/do-web-scraping-data-mining-any-website-in-just-few-hours?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=6&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,cmariushall,United States,5,"I've been working with scrapers for 20 years and Fiverr's for at least 10. This is one of the best experiences I've had. Ultra_Scrape knows how to communicate, understand the desired outcome, and deliver a quality product. In fact, he/they went above and beyond, clearly spending time ensuring the data was perfect before delivering it. I highly recommend Ultra_Scrape and will be using this service again."
webscrapping,/ultra_scrape/do-web-scraping-data-mining-any-website-in-just-few-hours?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=6&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,markherod,Canada,5,I asked for a website to be scraped of emails and phone numbers.     This was done in a few hours and I am VERY impressed with the level of complexity and how fast this  was done. If you ever need someone to gather info from a website this is the person to use !!
webscrapping,/ultra_scrape/do-web-scraping-data-mining-any-website-in-just-few-hours?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=6&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,physiogear,Australia,5,This was very simple. The seller knows his work and was able to suggest options that made it simple to decide. I am using this information to establish accuracy before contacting him again to build the volume.
webscrapping,/ultra_scrape/do-web-scraping-data-mining-any-website-in-just-few-hours?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=6&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,peachnogo,United States,5,Got extremely detailed data within a very reasonable time window.  He delivered on everything he said and made revisions quickly.  No one else said they could scrape what he scraped.  I will definitely use him again next time I need scraping.
webscrapping,/adeeltallat/do-web-scraping-data-mining-data-scraping?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=7&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,markusespeter,Belgium,5,"Adeel was very responsive and delivered excellent work on my request within ten hours upon a special agreed price which was very fair and affordable for the work done. For the price paid I received almost 400 contacts including email and contact number from a website that was scraped. Awesome!

I had one request to make a change in the data which was dealt with immediately.

I can recommend Adeel 100% and will order again for my next request within this area."
webscrapping,/adeeltallat/do-web-scraping-data-mining-data-scraping?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=7&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,twan_ai_venture,Switzerland,2.3,"Seller generally does a good job and is responsive, but for this task he missed one (critical) aspect, which was clearly listed as a deliverable and without any communication until we started querying why it was missing from the delivered set. In the end he would/could not deliver it, so we're left with a half-solution. A pity as in other respects the work was good."
webscrapping,/adeeltallat/do-web-scraping-data-mining-data-scraping?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=7&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,thomatkinson,United Kingdom,4,"Adeel, was fast, reliable and delivered what was asked. There were some issues with scope of service but these were largely due to my not defining my scope of services tightly enough. Adeel delivered what was requested but made some assumptions that meant the product wasn't quite as expected."
webscrapping,/adeeltallat/do-web-scraping-data-mining-data-scraping?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=7&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,brandonocampo,United States,5,First time working with this seller. Received delivery earlier than expected and it was perfect! I was expecting to have to work through revisions but that wasn't the case. Everything was perfect! I'll be using this seller every time! Extremely satisfied with the results. Thank you!
webscrapping,/adeeltallat/do-web-scraping-data-mining-data-scraping?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=7&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,dillonwalton10,United States,5,"Amazing work, was completed very early and with perfection. Very satisfied and will come back to this seller time and time again."
webscrapping,/custmercare/do-data-mining-web-scraping-web-automation-data-extraction?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=8&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,jackj2017,United States,5,"Great to work with!! He was efficient, provided the requested data earlier than expected. He was patient and took extra steps to ensure that I understood the dataset. He went above and beyond what I expected.  Will definitely use again for other upcoming projects."
webscrapping,/custmercare/do-data-mining-web-scraping-web-automation-data-extraction?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=8&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,badrbenlaswad,Morocco,5,"Excellent service and communication skills, seller was kind enough to offer support and respect delays, will definitely get back to him"
webscrapping,/custmercare/do-data-mining-web-scraping-web-automation-data-extraction?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=8&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,kpfjr95,United States,5,He did an amazing job communicating and delivering a product that far exceeded expectations. Would definitely work again with him in the future.
webscrapping,/custmercare/do-data-mining-web-scraping-web-automation-data-extraction?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=8&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,ksami007,France,5,Nice gig !!! I recommend it
webscrapping,/custmercare/do-data-mining-web-scraping-web-automation-data-extraction?context_referrer=search_gigs&source=top-bar&ref_ctx_id=88a92d779b2d1a2e1faa75b278f13032&pckg_id=1&pos=8&context_type=auto&funnel=1ec8adf6572068b1e011017783ae3ca8&seller_online=true,tim_paulsen,Germany,5,smart & easy definition - great delivered result. definitely again.
gpt,/alberttam795/implement-gpt3-for-you?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=1&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,drelabre,Canada,5,"Albert was quick to respond to my request. He took the time to understand what I needed and proposed a solution to my current technical limitations that would work for me now and easily be upgraded in the future as my tech improves. Delivery was fast (no doubt aided by time zone differences). I got what I needed sooner than I was expecting. I will be calling on him again.

Highly recommended."
gpt,/alberttam795/implement-gpt3-for-you?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=1&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,geardiscounter,Netherlands,5,Amazing service and Alberttam795 knows a lot about GPT-3. He is an expert and I will work with him again!
gpt,/coderzain/create-a-pro-ptc-paidtoclick-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=2&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,workxon,United Arab Emirates,5,Its my third time working with him. Very quick and responsive
gpt,/coderzain/create-a-pro-ptc-paidtoclick-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=2&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,workxon,United Arab Emirates,5,my 2nd order. it was a good working experience with him
gpt,/coderzain/create-a-pro-ptc-paidtoclick-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=2&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,workxon,United Arab Emirates,5,It was great working with you !! Very responsive and Quick Delivery.
gpt,/coderzain/create-a-pro-ptc-paidtoclick-website?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=2&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,marvinmartin629,Saint Kitts and Nevis,5,he takes a little time but in the end did a good job so thank you
gpt,/opryshok/show-you-how-gpt-3-artificial-intelligence-works?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=3&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,hughseaton1,United States,5,"Very clear, knowledgeable, he answered my questions and referred me to some resources that will help us move forward. Exactly what I needed and more."
gpt,/hansal02/create-ptc-ptcl-offer-tasks-and-advertising-script?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=5&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,giftyou216,Morocco,5,Great job done
gpt,/tastycoders/write-a-surfer-seo-optimized-article-using-jarvis?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=7&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,localdish,United States,5,We appreciate Tasty Coders attention to detail on our articles. They have been collaborative partners as we build our library of posts to help increase our ranking. We recommend them without hesitation
gpt,/tastycoders/write-a-surfer-seo-optimized-article-using-jarvis?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=7&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,localdish,United States,5,Tasty coders is super easy to work with. The content is getting better with each article we've requested! This article was about the best healthy restaurants in Portland and the descriptions were inspiring and thorough. Timeline was met and We wholeheartedly recommend this vendor without reservation.
gpt,/tastycoders/write-a-surfer-seo-optimized-article-using-jarvis?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=7&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,nyte,United States,5,Great work!
gpt,/tastycoders/write-a-surfer-seo-optimized-article-using-jarvis?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=7&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,vicenzo88,Portugal,5,Just the best ! a real gentleman and professional .  I have no words
gpt,/tastycoders/write-a-surfer-seo-optimized-article-using-jarvis?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=7&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,sl2212,Australia,5,Highly highly recommend Tastycoders!
gpt,/indian_guy/do-nlp-projects-using-deep-learning?context_referrer=search_gigs&source=top-bar&ref_ctx_id=0940cc11ddd9ddf4105f5ffa5dc9e75c&pckg_id=1&pos=8&context_type=auto&funnel=0683931cda6a005ea73c5ec4d7b1001b,will_lliw,United States,5,Great Seller!! He did everything according to my specifications
ocr,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=1&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,mirabelle1998,Germany,5,Everthing was delivered on time and as needed. I would highly recommend the seller! :-)
ocr,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=1&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,softsoulss,Pakistan,5,Excellent Work.
ocr,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=1&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,adrianj45,United States,5,"Thanks for your great service.
Excellent Work."
ocr,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=1&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,sophihun,United States,5,"I like service provided photophactory, most recommended."
ocr,/photophactory/make-python-machine-and-deep-learning-models-and-projects?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=1&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,ouobam,United States,5,I am satisfied with the final delivery. Look forward to working with him again
ocr,/chochaashish/create-tesseract-ocr-text-detection-scripts-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=3&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,mitreautoz,Singapore,5,Very responsive and tries his very best to fulfill the requirement and even exceed it. Definitely a programmer you do not wan to miss out
ocr,/chochaashish/create-tesseract-ocr-text-detection-scripts-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=3&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,humbertoeg,Mexico,5,"He was so polite, always was in communication with me, he presented advances and everything. I'm so happy with his work,"
ocr,/chochaashish/create-tesseract-ocr-text-detection-scripts-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=3&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,benjaminasen,Germany,5,Everything perfectly done as it was possible.
ocr,/chochaashish/create-tesseract-ocr-text-detection-scripts-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=3&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,orennataf,Israel,5,thanks for your efforts
ocr,/chochaashish/create-tesseract-ocr-text-detection-scripts-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=3&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,arbeitauslagern,Germany,5,big thank you to this guy. I do a very great job. More than expected fast and excellent communication.
ocr,/digitalmarket32/convert-pdf-to-word-or-excel-image-to-text-ocr?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=4&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,michaellee72,Singapore,5,"You know how when you do PDF-to-doc conversions over free online websites, and certain passages have jumbled up words? That takes a long time on my own, but Marjan helped me clean up the mess for a text that is near ready to be used for layout! To be sure, I still do need to make small formatting correction myself, but Marjan saved me hours and days of letter-shifting. I'm preparing a next batch now for her to do. Highly recommended!"
ocr,/digitalmarket32/convert-pdf-to-word-or-excel-image-to-text-ocr?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=4&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,michaellee72,Singapore,5,"Solid, simply first class service and product! Marjan checked with me on error in my scans, and we managed to sort things out well."
ocr,/digitalmarket32/convert-pdf-to-word-or-excel-image-to-text-ocr?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=4&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,mcmc,United States,5,Great work. Highly recommend.
ocr,/digitalmarket32/convert-pdf-to-word-or-excel-image-to-text-ocr?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=4&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,bdaybob,United States,5,"PDF converted to Apache was completed within timescale and accurately, Thank you for your service and i will highly recommend Digitalmarket32."
ocr,/digitalmarket32/convert-pdf-to-word-or-excel-image-to-text-ocr?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=4&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,betterc,Australia,5,"GREAT Service.
Seller was easy to work with.
Delivery well ahead of schedule.

I WILL be back again"
ocr,/mohammed_elkomy/automate-your-daily-repeated-tasks-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=5&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e&seller_online=true&fiverr_choice=true,blabla381,Netherlands,5,he is the best guy on fiver i know so far. going to work with him on a complex one.
ocr,/mohammed_elkomy/automate-your-daily-repeated-tasks-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=5&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e&seller_online=true&fiverr_choice=true,jonathanhui420,United States,5,Successfully completed a computer vision of tif files to automate rotation based on orientation of object within image.  Great clear scope and service and responsiveness.  Thank you!
ocr,/mohammed_elkomy/automate-your-daily-repeated-tasks-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=5&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e&seller_online=true&fiverr_choice=true,appmatts,United States,5,Very good work. Thanks a lot as always.
ocr,/mohammed_elkomy/automate-your-daily-repeated-tasks-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=5&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e&seller_online=true&fiverr_choice=true,appmatts,United States,5,Awesome work as always
ocr,/mohammed_elkomy/automate-your-daily-repeated-tasks-using-python?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=5&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e&seller_online=true&fiverr_choice=true,jamesa49,Hong Kong,5,very helpful in fixing all of my problems. Good communication and great product.
ocr,/sharmaomesh0/do-document-digitization-ocr-google-tesseract-preprocessing?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=6&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,netarus,United States,5,Prompt and detailed work.  He has a clear vision of what needs to be accomplished.
ocr,/sharmaomesh0/do-document-digitization-ocr-google-tesseract-preprocessing?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=6&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,netarus,United States,5,Very prompt and articulate. He understood the requirements well and has good knowledge.
ocr,/taimur27/create-edit-convert-pdf-fillable-form-convert-your-docs?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=7&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,karimovitch,Morocco,5,"such a nice person, i recommend people to work with him."
ocr,/taimur27/create-edit-convert-pdf-fillable-form-convert-your-docs?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=7&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,akul43,United States,5,fast communication and work
ocr,/taimur27/create-edit-convert-pdf-fillable-form-convert-your-docs?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=7&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,bryananddawn,Australia,5,Very helpful and fast. Work quality very good.
ocr,/taimur27/create-edit-convert-pdf-fillable-form-convert-your-docs?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=7&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,mkamelmouad730,Morocco,5,"excellent work, very fast"
ocr,/taimur27/create-edit-convert-pdf-fillable-form-convert-your-docs?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=7&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,vogelmeise,Germany,5,Great performance!
ocr,/aleksa26/ocr-optical-character-recognition?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=8&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,gerardjanssen,Netherlands,5,"We did some negotiating to get started, but then it went like a train. Produced the script within a few days. Now busy reviewing and testing it. 
Looks pretty impressive."
ocr,/aleksa26/ocr-optical-character-recognition?context_referrer=search_gigs&source=top-bar&ref_ctx_id=23759e530be163a505ebe266e556f9f3&pckg_id=1&pos=8&context_type=auto&funnel=4e382b3e5a179dd6247ba3fab956ab6e,j_allen_morris,United States,5,"We set a delivery date of about 2 weeks on the project and he delivered early.  I'm very, very happy and will come back to him for future projects with Python."
